"zpid","city","zipcode","latitude","longitude","propertyTaxRate","garageSpaces","hasAssociation","hasCooling","hasGarage","hasHeating","hasSpa","hasView","homeType","parkingSpaces","yearBuilt","latestPrice","numPriceChanges","latest_saledate","latest_salemonth","latest_saleyear","numOfAppliances","numOfParkingFeatures","numOfPatioAndPorchFeatures","numOfSecurityFeatures","numOfWaterfrontFeatures","lotSizeSqFt","livingAreaSqFt","numOfPrimarySchools","numOfElementarySchools","numOfMiddleSchools","numOfHighSchools","avgSchoolDistance","avgSchoolRating","avgSchoolSize","MedianStudentsPerTeacher","numOfBathrooms","numOfBedrooms","numOfStories"
250924852,"austin",78717,30.479211807251,-97.7700881958008,2.21,2,"True","True","True","True","True","True","Single Family",2,2018,385000,2,"2020-12-01",12,2020,5,3,3,5,0,4399,1896,1,0,1,1,1.83333333333333,6,1228,14,3,3,2
52830655,"austin",78717,30.495174407959,-97.7736358642578,2.21,4,"True","True","True","True","False","True","Single Family",4,2000,497500,4,"2020-11-12",11,2020,8,3,2,0,0,8015,2860,1,0,1,1,2.23333333333333,8,1479,16,3,5,2
80110846,"austin",78717,30.499267578125,-97.7785186767578,2.21,2,"True","True","True","True","False","False","Single Family",2,2007,369000,3,"2020-06-12",6,2020,6,3,1,0,0,6316,1908,1,0,1,1,1.96666666666667,8.33333333333333,1481,16,2,3,1
29577611,"austin",78717,30.4994087219238,-97.7456741333008,2.21,0,"True","True","False","True","False","False","Single Family",0,1999,365000,4,"2018-10-30",10,2018,6,2,0,0,0,8624,2503,1,0,1,1,1.46666666666667,7.66666666666667,1785,16,3,4,2
29577609,"austin",78717,30.4998531341553,-97.7459030151367,2.21,0,"True","True","False","True","True","False","Single Family",0,1996,214900,3,"2018-04-06",4,2018,3,2,0,0,0,17424,2339,1,0,1,1,1.46666666666667,7.66666666666667,1785,16,2,3,1
29593845,"austin",78717,30.4896030426025,-97.7695922851562,2.21,6,"True","True","True","True","False","True","Single Family",6,2000,599000,6,"2018-09-10",9,2018,1,3,0,0,0,13503.6,3371,1,0,1,1,1.96666666666667,8,1479,16,4,4,2
80110342,"austin",78717,30.4926490783691,-97.7586441040039,2.21,0,"True","True","False","True","False","False","Single Family",0,2006,355000,1,"2018-07-14",7,2018,0,2,0,0,0,6969,2221,1,0,1,1,1.43333333333333,8,1479,16,2,3,1
88018432,"austin",78717,30.511812210083,-97.7467803955078,2.21,2,"True","True","True","True","False","True","Single Family",2,2003,435000,1,"2020-07-07",7,2020,4,3,1,2,0,8232,2707,1,0,1,1,1.86666666666667,7.66666666666667,1524,16,2,3,1
88015087,"austin",78717,30.4971542358398,-97.7600784301758,2.21,2,"True","True","True","True","False","False","Single Family",2,2003,419990,1,"2020-06-26",6,2020,0,3,2,2,0,6229,2887,1,0,1,1,1.56666666666667,8,1479,16,0,4,2
29603338,"austin",78717,30.4925575256348,-97.7725524902344,2.21,0,"True","True","False","True","False","False","Single Family",0,1997,514990,7,"2019-11-14",11,2019,1,2,1,1,0,13503.6,3477,1,0,1,1,2.16666666666667,8,1479,16,3,4,2
88015108,"austin",78717,30.5073108673096,-97.7467803955078,2.21,0,"True","True","False","True","False","False","Single Family",0,2003,224500,5,"2020-02-13",2,2020,2,2,0,0,0,6708,1933,1,0,1,1,1.6,7.66666666666667,1524,16,2,3,1
29593838,"austin",78717,30.489860534668,-97.7712554931641,2.21,3,"True","True","True","True","False","False","Single Family",3,1994,450000,1,"2020-06-25",6,2020,5,3,2,4,0,13068,2701,1,0,1,1,2.06666666666667,8,1479,16,3,3,1
58267833,"austin",78717,30.4989833831787,-97.7826385498047,2.21,2,"True","True","True","True","True","False","Single Family",2,2001,399999,5,"2019-10-04",10,2019,8,3,1,0,0,9408,2452,1,0,1,1,1.86666666666667,8.33333333333333,1481,16,2,4,1
29548106,"austin",78717,30.4917469024658,-97.7423706054688,2.21,2,"True","True","True","True","False","False","Single Family",2,1993,459950,1,"2020-08-14",8,2020,2,3,1,1,0,7230,3242,1,0,1,1,1.23333333333333,7.66666666666667,1785,16,3,5,2
58267828,"austin",78717,30.4993152618408,-97.7819900512695,2.21,0,"True","True","False","True","False","True","Single Family",0,2001,443900,3,"2019-08-13",8,2019,2,2,0,1,0,9147,3208,1,0,1,1,1.86666666666667,8.33333333333333,1481,16,4,5,2
60336098,"austin",78717,30.5142364501953,-97.7482757568359,2.21,0,"True","True","False","True","False","False","Single Family",0,2002,450000,3,"2018-06-06",6,2018,3,2,0,0,0,10890,3012,1,0,1,1,2,7.66666666666667,1524,16,3,3,2
88021327,"austin",78717,30.4975414276123,-97.760871887207,2.21,2,"True","True","True","True","False","True","Single Family",2,2003,389900,10,"2020-01-21",1,2020,3,3,1,0,0,7710,2682,1,0,1,1,1.63333333333333,8,1479,16,2,3,2
60336097,"austin",78717,30.5139656066894,-97.7481536865234,2.21,0,"True","True","False","True","False","False","Single Family",0,2002,515000,1,"2019-04-24",4,2019,4,2,0,0,0,9757,3273,1,0,1,1,1.96666666666667,7.66666666666667,1524,16,4,4,2
58267826,"austin",78717,30.5006313323975,-97.7816162109375,2.21,2,"True","True","True","True","False","False","Single Family",2,2001,399000,1,"2020-07-20",7,2020,5,3,1,0,0,7230,2222,1,0,1,1,1.8,8.33333333333333,1481,16,2,4,1
2082102830,"austin",78717,30.4768657684326,-97.7715225219727,2.21,2,"True","True","True","True","False","False","Single Family",2,2020,456390,2,"2020-07-01",7,2020,3,2,2,1,0,4726,1882,1,0,1,1,2.5,6,1285,14,2,3,1
52830596,"austin",78717,30.5096778869629,-97.7433776855469,2.21,3,"True","True","True","True","False","True","Single Family",3,2000,650000,11,"2020-10-15",10,2020,5,3,3,1,0,10890,4230,1,0,1,1,1.8,7,1568,16,4,5,2
60335825,"austin",78717,30.4930267333984,-97.7852554321289,2.21,2,"True","True","True","True","False","False","Single Family",2,2002,188000,7,"2020-08-13",8,2020,4,3,0,0,0,8755,1673,1,0,1,1,2.06666666666667,8.33333333333333,1481,16,2,3,1
58267823,"austin",78717,30.5011577606201,-97.7815551757812,2.21,0,"True","True","False","True","False","True","Single Family",0,2001,385000,3,"2019-10-04",10,2019,4,2,1,0,0,8276,2386,1,0,1,1,1.83333333333333,8.33333333333333,1481,16,3,4,2
60336093,"austin",78717,30.5124931335449,-97.74951171875,2.21,3,"True","True","True","True","False","True","Single Family",3,2002,575000,1,"2020-08-24",8,2020,4,3,2,0,0,9016,3615,1,0,1,1,1.86666666666667,7.66666666666667,1524,16,4,6,2
67004090,"austin",78717,30.5059394836426,-97.7490997314453,2.21,2,"True","True","True","True","False","True","Single Family",2,2003,425000,2,"2020-08-28",8,2020,5,3,2,0,0,6534,2517,1,0,1,1,1.5,7.66666666666667,1524,16,2.5,4,2
88028321,"austin",78717,30.4867286682129,-97.761848449707,2.21,3,"True","True","True","True","False","True","Single Family",3,2002,850000,3,"2020-07-14",7,2020,4,3,2,0,0,34412.4,3844,1,0,1,1,1.56666666666667,8,1479,16,4,4,2
29577583,"austin",78717,30.4961757659912,-97.7440414428711,2.21,2,"True","True","True","True","False","True","Single Family",2,1992,350000,1,"2018-11-06",11,2018,1,3,0,0,0,14810.4,2491,1,0,1,1,1.3,7.66666666666667,1785,16,3,4,1
60336073,"austin",78717,30.5062484741211,-97.7452926635742,2.21,2,"True","True","True","True","False","True","Single Family",2,2002,239500,5,"2018-05-01",5,2018,1,3,0,0,0,7274,2591,1,0,1,1,1.6,7.66666666666667,1524,16,3,4,2
58267809,"austin",78717,30.4980869293213,-97.7807159423828,2.21,2,"True","True","True","True","False","False","Single Family",2,2001,4e+05,3,"2018-12-28",12,2018,2,3,0,0,0,8712,3318,1,0,1,1,1.96666666666667,8.33333333333333,1481,16,3,4,2
29577573,"austin",78717,30.4967861175537,-97.7449798583984,2.21,0,"True","True","False","True","False","False","Single Family",0,1998,399900,1,"2019-05-17",5,2019,2,2,0,0,0,10890,3131,1,0,1,1,1.33333333333333,7.66666666666667,1785,16,4,4,2
89657808,"austin",78717,30.4921741485596,-97.7650527954102,2.21,3,"True","True","True","True","False","False","Single Family",3,2008,489900,4,"2018-10-30",10,2018,3,3,0,0,0,8929,3333,1,0,1,1,1.76666666666667,8,1479,16,4,5,1
29593820,"austin",78717,30.4912204742432,-97.7709197998047,2.21,0,"True","True","False","True","False","False","Single Family",0,1994,329000,4,"2018-11-16",11,2018,2,2,0,0,0,9060,2078,1,0,1,1,2.03333333333333,8,1479,16,2,4,1
88015572,"austin",78717,30.5131702423096,-97.754150390625,2.21,0,"True","True","False","True","True","False","Single Family",0,2007,699900,2,"2018-05-18",5,2018,3,2,0,0,0,9801,4166,1,0,1,1,1.96666666666667,7.66666666666667,1524,16,4,6,2
58267807,"austin",78717,30.4986629486084,-97.783088684082,2.21,0,"True","True","False","True","False","False","Single Family",0,2001,369500,3,"2018-04-26",4,2018,2,2,0,0,0,8712,2731,1,0,1,1,1.83333333333333,8.33333333333333,1481,16,3,3,2
88022569,"austin",78717,30.5051403045654,-97.7488555908203,2.21,2,"True","True","True","True","False","False","Single Family",2,2003,315000,1,"2018-06-29",6,2018,4,3,0,0,0,6098,2160,1,0,1,1,1.46666666666667,7.66666666666667,1524,16,3,4,2
29593802,"austin",78717,30.4920291900635,-97.7708511352539,2.21,0,"True","True","False","True","False","False","Single Family",0,1995,380000,2,"2019-04-17",4,2019,3,2,0,0,0,8276,2633,1,0,1,1,2.06666666666667,8,1479,16,3,4,2
29596568,"austin",78717,30.5120582580566,-97.7453842163086,2.21,3,"True","True","True","True","True","True","Single Family",3,1996,382200,2,"2019-03-15",3,2019,7,3,0,0,0,10149,2910,1,0,1,1,1.96666666666667,7,1568,16,3,4,2
88027301,"austin",78717,30.4926223754883,-97.7654037475586,2.21,3,"True","True","True","True","False","False","Single Family",3,2007,490000,1,"2020-02-14",2,2020,3,3,0,2,0,9931,2805,1,0,1,1,1.76666666666667,8,1479,16,3,3,1
29560810,"austin",78729,30.4634113311768,-97.7720642089844,2.21,2,"False","True","True","True","False","False","Single Family",2,1977,315000,6,"2020-01-31",1,2020,4,3,0,0,0,13503.6,3254,1,0,1,1,1.3,5.33333333333333,1369,12,2,3,1
29596566,"austin",78717,30.5117282867432,-97.7452163696289,2.21,2,"True","True","True","True","False","False","Single Family",2,1995,539000,2,"2020-06-26",6,2020,3,3,1,0,0,7579,3250,1,0,1,1,1.96666666666667,7,1568,16,3,4,2
29555308,"austin",78729,30.4663028717041,-97.7809906005859,2.21,0,"False","True","False","True","False","False","Single Family",0,1977,369900,2,"2019-08-23",8,2019,3,2,1,0,0,13068,1998,1,0,1,1,2.06666666666667,6,1228,14,2,3,1
60336064,"austin",78717,30.5063495635986,-97.7460250854492,2.21,0,"True","True","False","True","False","False","Single Family",0,2002,359999,1,"2019-07-26",7,2019,3,2,1,0,0,6751,1849,1,0,1,1,1.6,7.66666666666667,1524,16,2,3,1
96639287,"austin",78729,30.4658088684082,-97.76416015625,2.21,4,"True","True","True","True","False","False","Single Family",4,2009,268000,1,"2018-11-16",11,2018,3,3,0,0,0,6534,1459,1,0,1,1,1.36666666666667,5.33333333333333,1369,12,3,3,1
60335789,"austin",78717,30.4997367858887,-97.7819671630859,2.21,0,"True","True","False","True","False","False","Single Family",0,2002,345000,1,"2018-11-05",11,2018,0,2,0,0,0,7797,2225,1,0,1,1,1.83333333333333,8.33333333333333,1481,16,2,3,1
29593787,"austin",78717,30.4915275573731,-97.771484375,2.21,2,"True","True","True","True","False","False","Single Family",2,1995,249900,6,"2020-07-29",7,2020,7,3,1,2,0,8668,2403,1,0,1,1,2.1,8,1479,16,2,4,1
29596559,"austin",78717,30.5113735198975,-97.7454376220703,2.21,2,"True","True","True","True","False","False","Single Family",2,1996,350000,1,"2020-05-15",5,2020,2,3,1,0,0,7840,2064,1,0,1,1,1.96666666666667,7,1568,16,2,3,1
67008285,"austin",78717,30.4979057312012,-97.7695846557617,2.21,0,"True","True","False","True","False","True","Single Family",0,2004,429900,2,"2019-01-11",1,2019,4,2,0,0,0,5227,3166,1,0,1,1,2.06666666666667,8,1479,16,3,4,2
2094125767,"austin",78717,30.4775333404541,-97.771728515625,2.21,2,"True","True","True","True","False","False","Single Family",2,2018,339705,7,"2018-04-04",4,2018,2,1,0,0,0,4399,1645,1,0,1,1,2.5,6,1285,14,3,3,2
29577558,"austin",78717,30.4968776702881,-97.747688293457,2.21,0,"True","True","False","True","False","False","Single Family",0,1997,439000,1,"2018-07-03",7,2018,4,2,0,0,0,15681.6,3355,1,0,1,1,1.53333333333333,7.66666666666667,1785,16,3,5,1
185216783,"austin",78717,30.4990501403809,-97.7713928222656,2.21,0,"True","True","False","True","False","False","Single Family",0,2008,335000,3,"2018-11-15",11,2018,3,2,0,0,0,7797,2225,1,0,1,1,2.26666666666667,8.33333333333333,1481,16,2,3,1
29548058,"austin",78717,30.4927387237549,-97.7446517944336,2.21,2,"True","True","True","True","False","True","Single Family",2,1986,213000,4,"2020-09-08",9,2020,3,3,2,0,0,7666,1715,1,0,1,1,1.36666666666667,7.66666666666667,1785,16,3,3,2
2091043555,"austin",78717,30.4944267272949,-97.7535934448242,2.21,0,"False","True","False","False","False","False","Single Family",0,2017,519500,1,"2018-04-30",4,2018,0,0,0,0,0,7448,2766,1,0,1,1,1.16666666666667,8,1479,16,3,3,1
60336054,"austin",78717,30.5070533752441,-97.7457427978516,2.21,2,"True","True","True","True","True","False","Single Family",2,2002,425000,2,"2020-04-20",4,2020,7,3,0,1,0,7927,2347,1,0,1,1,1.6,7.66666666666667,1524,16,3,3,2
29577552,"austin",78717,30.49680519104,-97.7467498779297,2.21,0,"True","True","False","True","False","False","Single Family",0,1996,4e+05,2,"2019-10-15",10,2019,1,2,1,0,0,13939.2,2478,1,0,1,1,1.46666666666667,7.66666666666667,1785,16,3,4,1
58267783,"austin",78717,30.4962787628174,-97.7821502685547,2.21,2,"True","True","True","True","True","False","Single Family",2,2001,315000,3,"2020-12-10",12,2020,3,3,3,1,0,6098,1356,1,0,1,1,1.96666666666667,8.33333333333333,1481,16,2,3,1
29548050,"austin",78717,30.4922389984131,-97.7459564208984,2.21,2,"True","True","True","True","False","False","Single Family",2,1990,259900,8,"2018-04-16",4,2018,3,3,0,0,0,16988.4,3354,1,0,1,1,1.43333333333333,7.66666666666667,1785,16,4,4,2
88016281,"austin",78717,30.4960784912109,-97.7616806030273,2.21,0,"True","True","False","True","False","False","Single Family",0,2005,449000,3,"2019-04-26",4,2019,4,2,0,0,0,5880,2978,1,0,1,1,1.6,8,1479,16,4,4,2
185184042,"austin",78717,30.5026321411133,-97.7439804077148,2.21,0,"True","True","False","True","False","False","Single Family",0,1987,285000,1,"2018-05-29",5,2018,4,2,0,0,0,9496,1916,1,0,1,1,1.4,7.66666666666667,1785,16,3,4,1
29548041,"austin",78717,30.493579864502,-97.7424926757812,2.21,0,"True","True","False","True","False","False","Single Family",0,1986,339900,1,"2019-05-28",5,2019,3,2,0,0,0,10018,2458,1,0,1,1,1.23333333333333,7.66666666666667,1785,16,3,4,2
67008279,"austin",78717,30.4980964660644,-97.7703323364258,2.21,2,"True","True","True","True","True","True","Single Family",2,2004,529900,1,"2020-10-08",10,2020,4,3,3,0,0,5749,3845,1,0,1,1,2.33333333333333,8.33333333333333,1481,16,4,5,2
250825030,"austin",78717,30.497953414917,-97.7533645629883,2.21,3,"True","True","True","True","True","True","Single Family",3,2018,1130000,2,"2020-08-20",8,2020,4,3,2,0,0,13068,5210,1,0,1,1,1.26666666666667,8,1479,16,5,5,2
70993776,"austin",78717,30.4927387237549,-97.7628631591797,2.21,0,"True","True","False","True","False","True","Single Family",0,2006,499000,1,"2019-11-08",11,2019,5,2,0,0,0,7566,3408,1,0,1,1,1.63333333333333,8,1479,16,4,4,2
29577527,"austin",78717,30.5031642913818,-97.7454071044922,2.21,2,"True","True","True","True","False","False","Single Family",2,1987,349800,1,"2020-06-30",6,2020,3,3,1,0,0,7230,1980,1,0,1,1,1.5,7.66666666666667,1785,16,2,4,1
80125521,"austin",78717,30.5104007720947,-97.7536926269531,2.21,2,"True","True","True","True","False","True","Single Family",2,2006,550000,3,"2018-04-17",4,2018,3,2,0,0,0,8712,3805,1,0,1,1,1.76666666666667,7.66666666666667,1524,16,4,6,2
80114267,"austin",78717,30.4921092987061,-97.7657775878906,2.21,0,"True","True","False","True","False","False","Single Family",0,2006,499900,1,"2019-07-02",7,2019,3,2,4,1,0,13068,2944,1,0,1,1,1.76666666666667,8,1479,16,3,4,1
80126519,"austin",78717,30.5123863220215,-97.752311706543,2.21,3,"True","True","True","True","False","True","Single Family",3,2006,549900,1,"2018-04-11",4,2018,4,3,0,0,0,8973,3621,1,0,1,1,1.86666666666667,7.66666666666667,1524,16,4,5,2
88016265,"austin",78717,30.4939498901367,-97.7667465209961,2.21,0,"True","True","False","True","False","False","Single Family",0,2004,410000,3,"2018-03-23",3,2018,0,3,0,0,0,9670,4182,1,0,1,1,1.86666666666667,8,1479,16,4,4,2
60335765,"austin",78717,30.4988384246826,-97.7843780517578,2.21,3,"True","True","True","True","True","False","Single Family",3,2003,440000,6,"2019-12-11",12,2019,5,3,2,2,0,7579,2960,1,0,1,1,1.83333333333333,8.33333333333333,1481,16,3,3,2
29548017,"austin",78717,30.492151260376,-97.743278503418,2.21,0,"True","True","False","True","False","False","Single Family",0,1986,270000,1,"2019-06-27",6,2019,2,2,0,1,0,5009,1442,1,0,1,1,1.3,7.66666666666667,1785,16,2,3,1
88019764,"austin",78717,30.4952087402344,-97.7646102905273,2.21,4,"True","True","True","True","True","False","Single Family",4,2003,659800,8,"2019-03-28",3,2019,1,3,0,0,0,12196.8,4093,1,0,1,1,1.76666666666667,8,1479,16,4,6,2
60336016,"austin",78717,30.5079402923584,-97.748405456543,2.21,0,"True","True","False","True","False","True","Single Family",0,2002,353000,1,"2019-12-11",12,2019,7,2,2,2,0,8641,1872,1,0,1,1,1.63333333333333,7.66666666666667,1524,16,2,4,1
70985014,"austin",78717,30.5083541870117,-97.7516937255859,2.21,3,"True","True","True","True","False","False","Single Family",3,2005,699000,3,"2020-08-13",8,2020,4,3,2,1,0,10672,3520,1,0,1,1,1.63333333333333,7.66666666666667,1524,16,4,5,2
80126261,"austin",78717,30.4920501708984,-97.760139465332,2.21,0,"True","True","False","True","False","True","Single Family",0,2006,350000,1,"2019-11-18",11,2019,4,2,3,2,0,6534,1860,1,0,1,1,1.5,8,1479,16,2,3,1
60335751,"austin",78717,30.4976844787598,-97.7838439941406,2.21,2,"True","True","True","True","False","False","Single Family",2,2002,420000,1,"2020-07-30",7,2020,3,3,1,0,0,8407,3232,1,0,1,1,1.86666666666667,8.33333333333333,1481,16,4,5,2
29577510,"austin",78717,30.5016841888428,-97.7440643310547,2.21,0,"True","True","False","True","False","False","Single Family",0,1993,348000,1,"2018-08-11",8,2018,3,2,0,0,0,9104,2487,1,0,1,1,1.4,7.66666666666667,1785,16,2.5,3,2
80125248,"austin",78717,30.4919414520264,-97.766227722168,2.21,3,"True","True","True","True","False","False","Single Family",3,2007,510000,1,"2020-03-19",3,2020,3,3,1,1,0,9278,2985,1,0,1,1,1.8,8,1479,16,4,4,2
60336008,"austin",78717,30.507080078125,-97.7476654052734,2.21,2,"True","True","True","True","False","False","Single Family",2,2002,375000,1,"2020-06-29",6,2020,4,3,1,2,0,6795,2135,1,0,1,1,1.56666666666667,7.66666666666667,1524,16,3,4,2
58267742,"austin",78717,30.4944190979004,-97.7835922241211,2.21,2,"True","True","True","True","False","False","Single Family",2,2001,275000,8,"2018-08-04",8,2018,2,3,0,0,0,4965,1690,1,0,1,1,2,8.33333333333333,1481,16,3,3,2
2090590506,"austin",78717,30.4993267059326,-97.7536239624023,2.21,0,"True","True","False","True","False","False","Single Family",0,2018,699895,3,"2018-06-15",6,2018,3,0,0,0,0,9801,3225,1,0,1,1,1.36666666666667,8,1479,16,3,4,1
29577501,"austin",78717,30.5011348724365,-97.7437133789062,2.21,0,"True","True","False","True","False","True","Single Family",0,1993,4e+05,1,"2019-08-12",8,2019,4,2,1,0,0,7652,2963,1,0,1,1,1.33333333333333,7.66666666666667,1785,16,3,4,2
60335741,"austin",78717,30.4980010986328,-97.7842864990234,2.21,2,"True","True","True","True","False","False","Single Family",2,2002,425000,2,"2020-07-14",7,2020,4,3,1,2,0,8319,2250,1,0,1,1,1.86666666666667,8.33333333333333,1481,16,2,3,1
29596500,"austin",78717,30.5130615234375,-97.7468643188477,2.21,2,"True","True","True","True","False","False","Single Family",2,1998,425000,2,"2018-05-19",5,2018,3,3,0,0,0,10497,2490,1,0,1,1,2.06666666666667,7,1568,16,3,4,2
89652240,"austin",78717,30.498010635376,-97.7672882080078,2.21,3,"True","True","True","True","False","True","Single Family",3,2008,489900,3,"2018-11-27",11,2018,1,3,0,0,0,12632.4,3717,1,0,1,1,1.96666666666667,8,1479,16,4,4,1
80123735,"austin",78717,30.5044689178467,-97.762565612793,2.21,3,"True","True","True","True","False","False","Single Family",3,2006,535000,4,"2020-09-24",9,2020,3,3,3,1,0,10454,4212,1,0,1,1,2.53333333333333,8.33333333333333,1481,16,4,4,2
88028233,"austin",78717,30.4915218353271,-97.7660598754883,2.21,3,"True","True","True","True","False","False","Single Family",3,2007,499000,1,"2018-06-06",6,2018,3,3,0,0,0,10280,3096,1,0,1,1,1.8,8,1479,16,4,5,2
80113732,"austin",78717,30.4922294616699,-97.7595138549805,2.21,3,"True","True","True","True","False","False","Single Family",3,2006,415000,6,"2018-10-13",10,2018,3,3,0,0,0,8755,2948,1,0,1,1,1.43333333333333,8,1479,16,4,5,2
60335727,"austin",78717,30.4939556121826,-97.7851867675781,2.21,0,"True","True","False","True","False","False","Single Family",0,2002,359000,2,"2019-11-26",11,2019,4,2,0,0,0,5880,2035,1,0,1,1,2,8.33333333333333,1481,16,3,3,2
52830727,"austin",78717,30.4922180175781,-97.7678451538086,2.21,2,"True","True","True","True","True","False","Single Family",2,2000,525000,1,"2020-07-06",7,2020,4,3,0,0,0,10018,3406,1,0,1,1,1.9,8,1479,16,4,5,2
60335723,"austin",78717,30.4941101074219,-97.78564453125,2.21,2,"True","True","True","True","False","True","Single Family",2,2002,329000,3,"2018-05-19",5,2018,6,3,0,0,0,6054,2190,1,0,1,1,1.96666666666667,8.33333333333333,1481,16,3,3,2
52830722,"austin",78717,30.4927768707275,-97.7679824829102,2.21,1,"True","True","True","True","False","False","Single Family",1,2000,399900,1,"2019-01-01",1,2019,3,3,0,0,0,9234,2961,1,0,1,1,1.9,8,1479,16,3,4,2
29613721,"austin",78717,30.4944915771484,-97.7705688476562,2.21,0,"True","True","False","True","False","False","Single Family",0,2000,435000,2,"2019-07-24",7,2019,3,2,3,0,0,6969,2809,1,0,1,1,2.06666666666667,8,1479,16,3,4,2
60335720,"austin",78717,30.4937152862549,-97.7854690551758,2.21,2,"True","True","True","True","False","False","Single Family",2,2002,375000,1,"2020-09-24",9,2020,3,3,1,0,0,6098,2308,1,0,1,1,2,8.33333333333333,1481,16,3,4,2
29613717,"austin",78717,30.4946117401123,-97.7713317871094,2.21,2,"True","True","True","True","False","False","Single Family",2,1999,409000,1,"2020-04-08",4,2020,3,3,2,1,0,9191,2593,1,0,1,1,2.1,8,1479,16,3,4,1
88013699,"austin",78717,30.4955291748047,-97.7596664428711,2.21,2,"True","True","True","True","False","False","Single Family",2,2005,324900,1,"2018-04-27",4,2018,4,3,0,0,0,8319,2090,1,0,1,1,1.53333333333333,8,1479,16,2,3,1
111972198,"austin",78717,30.4993076324463,-97.7574768066406,2.21,2,"True","True","True","True","False","False","Single Family",2,2012,450000,1,"2018-03-27",3,2018,3,3,0,0,0,7405,2490,1,0,1,1,1.5,8,1479,16,3,3,1
60335698,"austin",78717,30.4945468902588,-97.7821502685547,2.21,0,"True","True","False","True","False","False","Single Family",0,2002,319900,1,"2018-05-11",5,2018,0,2,0,0,0,5662,2058,1,0,1,1,2.03333333333333,8.33333333333333,1481,16,3,3,2
52830697,"austin",78717,30.4960899353027,-97.7698669433594,2.21,0,"True","True","False","True","False","False","Single Family",0,2000,417500,5,"2018-09-22",9,2018,3,2,0,0,0,7492,3636,1,0,1,1,2.03333333333333,8,1479,16,3,4,2
60335695,"austin",78717,30.5003604888916,-97.7714233398438,2.21,3,"True","True","True","True","False","True","Single Family",3,2002,634900,3,"2018-09-25",9,2018,3,3,0,0,0,12196.8,4808,1,0,1,1,2.23333333333333,8.33333333333333,1481,16,4,5,2
58267688,"austin",78717,30.4944190979004,-97.7809066772461,2.21,2,"True","True","True","True","False","True","Single Family",2,2001,380000,2,"2020-08-07",8,2020,4,3,1,1,0,7274,2258,1,0,1,1,2.1,8.33333333333333,1481,16,3,4,2
60335685,"austin",78717,30.4995994567871,-97.7733764648438,2.21,0,"True","True","False","True","False","False","Single Family",0,2002,620000,5,"2018-05-23",5,2018,0,2,0,0,0,14810.4,4281,1,0,1,1,2.13333333333333,8.33333333333333,1481,16,4,5,2
88017684,"austin",78717,30.4958553314209,-97.7644348144531,2.21,0,"True","True","False","True","False","False","Single Family",0,2004,499900,10,"2018-09-01",9,2018,3,2,0,0,0,11761.2,3670,1,0,1,1,1.76666666666667,8,1479,16,4,4,2
52830684,"austin",78717,30.496072769165,-97.7722854614258,2.21,0,"True","True","False","True","False","False","Single Family",0,2000,390000,1,"2018-03-07",3,2018,3,2,0,0,0,7666,3151,1,0,1,1,2.16666666666667,8,1479,16,4,5,2
60335680,"austin",78717,30.4999675750732,-97.7717895507812,2.21,3,"True","True","True","True","False","True","Single Family",3,2001,599000,5,"2018-09-01",9,2018,3,3,0,0,0,16988.4,4195,1,0,1,1,2.2,8.33333333333333,1481,16,4,5,1
67004996,"austin",78717,30.504415512085,-97.7615509033203,2.21,2,"True","True","True","True","False","True","Single Family",2,2003,410000,5,"2018-08-28",8,2018,1,3,0,0,0,7361,3271,1,0,1,1,2.53333333333333,8.33333333333333,1481,16,4,3,1
124152163,"austin",78717,30.4945125579834,-97.7568130493164,2.21,3,"True","True","True","True","False","True","Single Family",3,2016,565000,1,"2020-06-19",6,2020,4,3,1,2,0,12632.4,2531,1,0,1,1,1.33333333333333,8,1479,16,4,4,1
70985157,"austin",78717,30.4925022125244,-97.7632293701172,2.21,3,"True","True","True","True","False","False","Single Family",3,2005,475000,2,"2019-12-19",12,2019,3,3,2,1,0,10280,2548,1,0,1,1,1.66666666666667,8,1479,16,2,3,1
111972153,"austin",78717,30.5001411437988,-97.7586669921875,2.21,2,"True","True","True","True","False","True","Single Family",2,2012,469900,1,"2018-06-13",6,2018,6,3,0,0,0,8058,2488,1,0,1,1,1.6,8,1479,16,3,5,1
52830646,"austin",78717,30.4952869415283,-97.7719650268555,2.21,3,"True","True","True","True","False","False","Single Family",3,1999,475000,5,"2020-10-23",10,2020,3,3,4,1,0,9147,2949,1,0,1,1,2.16666666666667,8,1479,16,3,4,2
29593805,"austin",78717,30.4918670654297,-97.7713851928711,2.21,0,"True","True","False","True","False","False","Single Family",0,1996,384900,1,"2018-04-17",4,2018,3,2,0,0,0,9016,2988,1,0,1,1,2.1,8,1479,16,3,5,2
70985136,"austin",78717,30.4917716979981,-97.7652893066406,2.21,3,"True","True","True","True","True","True","Single Family",3,2005,529900,1,"2018-06-29",6,2018,3,3,0,0,0,9583,3433,1,0,1,1,1.73333333333333,8,1479,16,4,5,2
52830635,"austin",78717,30.4928283691406,-97.7684173583984,2.21,2,"True","True","True","True","False","False","Single Family",2,2000,460000,1,"2018-06-27",6,2018,4,3,0,0,0,9213,3890,1,0,1,1,1.93333333333333,8,1479,16,3,5,2
88023634,"austin",78717,30.4987106323242,-97.7673034667969,2.21,2,"True","True","True","True","False","False","Single Family",2,2007,425000,8,"2019-04-17",4,2019,3,3,0,0,0,6229,3307,1,0,1,1,2.43333333333333,8.33333333333333,1481,16,4,4,2
